Term,Category,Reasoning,Original_Label,NLD
dolostones,Sedimentary Rock,The NLD explicitly states that dolostones are 'sedimentary rocks'.,ROCHA,"Dolostones are sedimentary rocks that are predominantly composed of the mineral dolomite (CaMg(CO3)2), typically formed through the diagenetic alteration of pre-existing limestones."
microcrystalline,Facies,"The NLD defines microcrystalline as a 'texture' that describes a rock, and Facies is defined as a 'visual pattern of properties of Geological Objects', which aligns with texture being a property.",TEXTURA,"Microcrystalline is a texture that describes a rock or mineral aggregate where individual crystals are too small to be distinguished with the unaided eye, but are discernible under a petrographic microscope."
Silurian,Geological Time Interval,"The NLD describes Silurian as a geologic period spanning a specific time range, which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Silurian is a geologic period that constitutes a major division of the Paleozoic Era, extending from the end of the Ordovician Period to the beginning of the Devonian Period, approximately spanning from 443.8 to 419.2 million years ago."
magnesite,Geological Object,"Magnesite is defined as a mineral, which is a rigid entity (crystal) generated by geological processes, aligning with the definition of a Geological Object.",MINERAIS,"Magnesite is a mineral that is a trigonal magnesium carbonate (MgCO3), belonging to the calcite group, which commonly occurs as an alteration product of magnesium-rich rocks or in hydrothermal veins."
magnesite,Geological Object,"The NLD describes magnesite as a mineral formed by geological processes, and 'a crystal' is explicitly listed as an example of a Geological Object.",MINERAIS,"Magnesite is a mineral that is a magnesium carbonate (MgCO3) belonging to the calcite group, typically forming as a secondary mineral through the alteration of magnesium-rich rocks or by metasomatic replacement of limestones and dolomites."
radiolaria,Geological Object,"The term describes a preserved siliceous skeleton (a rigid entity with identity and unity) that is a microfossil, which is a type of geological object formed through geological processes.",FOSSEIS,"Radiolaria is a type of marine microfossil that represents the preserved siliceous skeleton of a planktonic protozoan, serving as a key biostratigraphic marker in deep-marine sedimentary successions."
zeolite,Geological Object,"The NLD describes zeolite as a 'mineral group' with specific structural and compositional characteristics, which aligns with 'Geological Object' that includes 'a crystal' as an example.",MINERAIS,"Zeolite is a mineral group that consists of microporous, aluminosilicate minerals characterized by a framework structure enclosing cavities occupied by large ions and water molecules, which can be released without major changes to the framework."
bitumen,Earth Material,"The NLD describes bitumen as a naturally occurring organic material that is a highly viscous to solid mixture, which aligns with Earth Material being a natural amount of matter, solid or fluid, generated by a geological process.",MINERAIS,"Bitumen is a naturally occurring organic material that is a highly viscous to solid mixture of complex hydrocarbons, typically black or dark brown, found in geological formations often as a product of petroleum alteration."
Permian,Geological Time Interval,"The NLD defines Permian as a 'geologic period' spanning a specific time range, which directly aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Permian is a geologic period that constitutes the final period of the Paleozoic Era, spanning from approximately 298.9 to 251.9 million years ago, and is characterized by the assembly of the supercontinent Pangea and culminating in the largest mass extinction event in Earth's history."
Santonian Campanian,Geological Time Interval,"The NLD describes the term as a 'chronostratigraphic interval' encompassing 'stages of the Late Cretaceous epoch', which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"Santonian Campanian is a chronostratigraphic interval that encompasses the Santonian and Campanian stages of the Late Cretaceous epoch, representing a significant period of Earth's history."
continental-oceanic,site,"The NLD describes a 'transitional depositional setting' and 'interface' between continental landmasses and oceanic basins, which is an immaterial region whose location is determined by material entities, fitting the definition of a BFO site.",PALEOAMBIENTE,"A continental-oceanic paleoenvironment is a transitional depositional setting that represents the dynamic interface between continental landmasses and oceanic basins, characterized by a complex interplay of terrestrial and marine processes, sediment sources, and environmental conditions."
oolites,Geological Object,"Oolites are described as distinct carbonate particles with specific shapes and internal structures, fitting the definition of a rigid entity with identity and unity, generated by a geological process, similar to a crystal or nodule.",FOSSEIS,"Oolites are a type of fossil-associated carbonate particle that is characterized by spherical to subspherical shapes and concentric layers of calcium carbonate, typically less than 2 mm in diameter, precipitated around a nucleus."
paleocontinent,Geological Object,"The NLD describes a paleocontinent as a distinct, unified landmass that existed in the geological past and was shaped by geological processes, aligning with the definition of a Geological Object.",PALEOAMBIENTE,"A paleocontinent is a continent that existed in a geological past, whose configuration and position influenced global climate, ocean currents, and the distribution of paleoenvironments and life forms."
Mesozoic,Geological Time Interval,"The NLD describes Mesozoic as a chronostratigraphic unit spanning a specific time range, which directly matches the definition of a Geological Time Interval as a temporal region within global geological time.",UNIDADE_CRONO,"The Mesozoic is a chronostratigraphic unit of era rank that spans from approximately 252 to 66 million years ago, characterized by the breakup of Pangea, the dominance of dinosaurs, and the rifting and early sag phases of the South Atlantic opening, which facilitated the deposition of the Pre-Salt carbonate reservoirs."
sb-e1,site,"The NLD describes a well as a 'hole drilled into the Earth's subsurface,' which aligns with the BFO definition of a site as a three-dimensional immaterial entity like a hole.",POÇO,"sb-e1 is a well that is drilled into the Earth's subsurface to explore for or produce hydrocarbons. It specifically targets geological formations, such as the carbonate reservoirs of the Brazilian Pre-Salt, to assess their potential or extract petroleum resources."
shrubstone,Sedimentary Rock,"The NLD explicitly defines shrubstone as a 'biogenic carbonate rock,' which is a specific type of sedimentary rock.",ROCHA,"Shrubstone is a biogenic carbonate rock that exhibits a branching, arborescent, or shrub-like growth morphology, formed by the precipitation of carbonate minerals mediated by microbial communities."
aragonite,Geological Object,"The NLD describes aragonite as a mineral that crystallizes, which aligns with the 'crystal' example provided for a Geological Object, a rigid entity formed by geological processes.",MINERAIS,"Aragonite is a mineral that is a carbonate polymorph of calcite, having the chemical formula CaCO3 and crystallizing in the orthorhombic system. It is metastable at surface conditions and commonly inverts to calcite over geological time, often forming biogenic shells and early diagenetic cements."
cobbles,Geological Object,"A cobble is described as a 'rock fragment' which is a rigid entity, has its own identity and unity, and is formed by geological processes, aligning with the definition of a Geological Object.",ROCHA,"A cobble is a rock fragment that is typically sub-rounded to rounded and has a diameter ranging from 64 mm to 256 mm, placing it between pebbles and boulders in the Udden-Wentworth grain size scale."
pebbles,Sediment,"The NLD describes pebbles as 'clastic sediment particles,' and Sediment is defined as an 'Unconsolidated Earth Material constituted by some collection of sedimentary grains or particles.'",ROCHA,"Pebbles are clastic sediment particles that range in diameter from 4 to 64 millimeters, typically exhibiting a rounded to sub-rounded shape due to transport and abrasion."
cobbles,Geological Object,"A cobble is described as a 'rock fragment' which is a rigid entity, has its own identity and unity, and is formed by geological processes, aligning with the definition of a Geological Object.",ROCHA,"A cobble is a rock fragment that is typically sub-rounded to rounded and has a diameter ranging from 64 mm to 256 mm, placing it between pebbles and boulders in the Udden-Wentworth grain size scale."
furongian,Geological Time Interval,"The NLD describes the Furongian as a geological epoch spanning a specific time range, which aligns with the definition of a Geological Time Interval as a temporal region of finite dimension.",UNIDADE_CRONO,"The Furongian is a geological epoch that constitutes the third and final series of the Cambrian Period, spanning from approximately 497 to 485.4 million years ago."
wavy,Sedimentary Structure,"The NLD defines 'wavy' as a 'geological structure' exhibiting patterns in bedding or laminae, which aligns with the definition of a Sedimentary Structure as a pattern of internal arrangement of Depositional Units.",ESTRUTURA_FISICA,"A wavy physical structure is a geological structure that exhibits undulatory, curvilinear, or ripple-like patterns, often observed in bedding, laminae, or depositional surfaces within carbonate reservoirs, resulting from depositional processes or biological activity."
coastal,site,"The NLD describes a 'paleoenvironment' as an 'ancient depositional environment' or 'setting' at an interface, which aligns with BFO's definition of a site as a three-dimensional immaterial entity whose boundaries are determined in relation to material entities.",PALEOAMBIENTE,"A coastal paleoenvironment is an ancient depositional environment that is situated at the interface between terrestrial and marine realms, characterized by the interplay of fluvial, tidal, and wave processes, and typically includes settings such as beaches, lagoons, estuaries, and deltas."
Palaeozoic,Geological Time Interval,"The NLD describes Palaeozoic as a geological era spanning a specific time range, which directly matches the definition of a Geological Time Interval as a temporal region within Global Geological Time.",UNIDADE_CRONO,"The Palaeozoic is a geological era that represents a major interval of Earth's history, spanning from approximately 541 to 252.2 million years ago, following the Neoproterozoic Era and preceding the Mesozoic Era."
barite,Rock,"The NLD explicitly defines barite as 'a rock that is a consolidated aggregate of mineral grains', which directly matches the GeoCore definition of 'Rock'.",ROCHA,"Barite is a rock that is a consolidated aggregate of mineral grains predominantly composed of barium sulfate (BaSO4), characterized by its high specific gravity."
mg claystones,Sedimentary Rock,The NLD explicitly defines 'mg claystones' as a 'type of fine-grained siliciclastic sedimentary rock'.,ROCHA,"Mg claystones are a type of fine-grained siliciclastic sedimentary rock that is predominantly composed of clay minerals and is intimately associated with microbialite carbonate successions, commonly occurring as interbeds or draping layers within the Brazilian Pre-Salt lacustrine depositional systems."
dolomites,Sedimentary Rock,"The NLD defines dolomites as a 'type of carbonate rock' formed through diagenetic alteration or precipitation, which aligns perfectly with the definition of Sedimentary Rock.",ROCHA,"Dolomites are a type of carbonate rock that is predominantly composed of the mineral dolomite (CaMg(CO3)2), typically formed through the diagenetic alteration of limestones or direct precipitation."
Mg-claystones,Sedimentary Rock,The NLD explicitly defines Mg-claystones as a 'fine-grained sedimentary rock' composed of clay-sized particles.,ROCHA,"Mg-claystones are a fine-grained sedimentary rock that is predominantly composed of clay-sized particles and contains a significant proportion of magnesium, typically within Mg-rich clay minerals such as sepiolite, palygorskite, or Mg-smectites."
Kwanza Basin,Sedimentary Geological Object,"The NLD describes the Kwanza Basin as a 'sedimentary basin' with 'sedimentary fill', which directly aligns with the definition of a Sedimentary Geological Object.",BACIA,"The Kwanza Basin is a passive margin sedimentary basin that extends along the coast of Angola, formed during the breakup of Gondwana. It is characterized by a thick Mesozoic to Cenozoic sedimentary fill, including significant Pre-Salt and Post-Salt petroleum systems. This prolific hydrocarbon province is particularly known for its Aptian salt tectonics and associated traps."
palaeocene,Geological Time Interval,"The NLD defines Palaeocene as a 'geological epoch' that 'spans from approximately 66 to 56 million years ago,' which directly corresponds to a temporal region within geological time.",UNIDADE_CRONO,"The Palaeocene is a geological epoch that represents the earliest chronostratigraphic division of the Palaeogene Period and the Cenozoic Era. It spans from approximately 66 to 56 million years ago. This epoch immediately follows the Cretaceous Period and precedes the Eocene Epoch, marking the interval after the Cretaceous-Palaeogene extinction event."
sandstone,Sedimentary Rock,"The NLD explicitly defines sandstone as a 'clastic sedimentary rock' composed of grains, which directly aligns with the definition of Sedimentary Rock.",ROCHA,"A sandstone is a clastic sedimentary rock that is primarily composed of sand-sized mineral grains or rock fragments. These grains, typically quartz, feldspar, or lithic fragments, are cemented together by a matrix of finer material or chemical precipitates."
Eoaptian,Geological Time Interval,"The NLD defines Eoaptian as a chronostratigraphic unit representing the earliest part of a geological stage, which directly corresponds to a geological time interval.",UNIDADE_CRONO,"Eoaptian is a chronostratigraphic unit that represents the earliest part of the Aptian Stage, characterized in the Brazilian Pre-Salt by the deposition of the initial lacustrine carbonate successions."
santonian-campanian,Geological Time Interval,"The NLD describes the term as a chronostratigraphic unit representing a specific interval within an epoch, which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Santonian-Campanian is a chronostratigraphic unit that represents a specific interval within the Late Cretaceous epoch, spanning approximately from 86.3 to 72.1 million years ago. It is characterized by global sea-level fluctuations and, in the context of the Brazilian Pre-Salt, by the continued deposition of lacustrine and marine carbonate reservoirs during the post-rift sag phase."
3-brsa-1132-rjs,site,"The NLD describes the term as a 'bore drilled into the Earth's subsurface,' which is a type of hole or void, aligning with the BFO definition of a site as an immaterial entity whose boundaries are determined in relation to material entities.",POÇO,"3-brsa-1132-rjs is a well that is uniquely identified by the Brazilian National Agency of Petroleum, Natural Gas and Biofuels (ANP) standard, drilled by Petrobras in the offshore Rio de Janeiro basin. It represents a specific bore drilled into the Earth's subsurface for the purpose of exploring or producing hydrocarbons."
Barra Velha Formations,Depositional System,"The term describes a lithostratigraphic unit comprising a succession of carbonate reservoir units, which aligns with an aggregate of linked depositional units.",UNIDADE_LITO,"Barra Velha Formations are a lithostratigraphic unit that comprises the main Aptian carbonate reservoir succession of the Brazilian Pre-Salt, characterized by microbial carbonates (e.g., stromatolites, thrombolites, oncolites) deposited in lacustrine environments."
9-brsa-1212-rjs,site,"The NLD describes the term as an 'artificial bore drilled into the Earth's crust,' which is a type of hole or void, fitting the definition of a BFO site.",POÇO,"9-brsa-1212-rjs is a well that is an artificial bore drilled into the Earth's crust for the exploration or production of hydrocarbons. This specific nomenclature, assigned by the Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP), uniquely identifies an offshore well in the Brazilian Pre-Salt, specifically within the Santos Basin."
3-brsa-1212-rjs,site,"The term describes a 'borehole' or 'subsurface penetration point,' which is best classified as a hole, an example of a site in BFO.",POÇO,"""3-brsa-1212-rjs"" is a well that is an exploratory or appraisal borehole drilled in the Brazilian offshore, identified by the official ANP designation system. It represents a specific subsurface penetration point used for geological data acquisition and hydrocarbon evaluation. The nomenclature indicates it is the third well drilled by Petrobras (BRSA) in a specific block, sequentially numbered 1212, located in the Rio de Janeiro State offshore area."
profundal,site,"The term describes a 'deep-water zone' or 'paleoenvironment,' which is an immaterial three-dimensional location defined by its relation to geological features and conditions.",PALEOAMBIENTE,"Profundal is a paleoenvironment that represents the deep-water zone of a lake or ocean basin, situated below the photic zone where light penetration is insufficient for photosynthesis. It is characterized by low energy conditions, fine-grained sedimentation, and specific faunal assemblages adapted to dark, cold, and often anoxic conditions. In Pre-Salt carbonate systems, this setting is associated with the accumulation of fine-grained microbialites or pelagic sediments in the deeper parts of the basin."
marls,site,"The NLD defines a 'marl paleoenvironment' as a 'depositional setting' characterized by accumulation, which aligns with BFO's definition of a 'site' as a three-dimensional immaterial entity whose boundaries are related to material entities.",PALEOAMBIENTE,"A marl paleoenvironment is a depositional setting that is characterized by the accumulation of mixed carbonate and siliciclastic muds, typically in low-energy, often restricted marine or lacustrine conditions."
ridge-type,Geological Structure,"The NLD describes a 'physical structure' characterized by its 'morphology', which aligns with the GeoCore definition of a 'Geological Structure' as describing the internal arrangement or configuration of a Geological Object.",ESTRUTURA_FISICA,"A ridge-type structure is a physical structure that is characterized by an elongated, elevated morphology, often forming a topographic high relative to surrounding areas."
fissure ridge,Geological Object,"The NLD describes a fissure ridge as a 'linear geological edifice' formed by geological processes, which aligns with the definition of a Geological Object as a rigid entity with identity and unity generated by a geological process.",ESTRUTURA_FISICA,"A fissure ridge is a linear geological edifice that forms along a crustal fracture or fissure, resulting from the eruption of magma or the precipitation of minerals from hydrothermal fluids."
gases,Earth Fluid,"The NLD describes gases as a 'fluid phase' composed of hydrocarbons, which directly aligns with the definition of 'Earth Fluid' as an 'Earth Material that represents a volume of fluid' and explicitly lists 'gas' as an example.",FLUIDODATERRA,"Gases are a fluid phase that exists in the subsurface, typically composed of hydrocarbons (e.g., methane, ethane) and non-hydrocarbon components (e.g., CO2, N2, H2S), characterized by low viscosity and high compressibility, and often found trapped within porous reservoir rocks."
Paleocene,Geological Time Interval,"The NLD describes Paleocene as a 'geological epoch' spanning a specific time range, which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Paleocene is a geological epoch that represents the first epoch of the Paleogene Period and the Cenozoic Era, spanning from approximately 66 to 56 million years ago."
Upper Cretaceous,Geological Time Interval,"The NLD describes Upper Cretaceous as a subdivision of a geological period representing a specific span of time, which directly aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"Upper Cretaceous is a subdivision of the Cretaceous Period that represents the later part of this geological time interval, spanning from approximately 100.5 to 66 million years ago."
Bacia do Espírito Santo,Geological Object,"The NLD describes a 'sedimentary basin' as a large-scale geological feature formed by geological processes, which aligns with the definition of a Geological Object.",BACIA,"A Bacia do Espírito Santo is a sedimentary basin that is located offshore southeastern Brazil, formed during the Mesozoic rifting and subsequent opening of the South Atlantic Ocean, and characterized by a thick sedimentary infill comprising pre-salt and post-salt sequences with proven hydrocarbon accumulations."
Aptian Alagoas,Geological Time Interval,"The term is defined as a 'chronostratigraphic substage' and 'period,' which directly corresponds to a geological time interval.",UNIDADE_CRONO,"Aptian Alagoas is a chronostratigraphic substage that represents the upper part of the Aptian Stage in the Brazilian Pre-Salt basins. It is characterized by the widespread deposition of the evaporitic succession, including halite, anhydrite, and potassium salts, which overlie the main lacustrine carbonate reservoirs. This unit marks a period of restricted marine conditions and high evaporation rates."
gneisses,Rock,"The NLD explicitly defines gneiss as a 'metamorphic rock', which directly aligns with the GeoCore definition of 'Rock' as a solid consolidated Earth Material.",ROCHA,"Gneiss is a metamorphic rock that exhibits a coarse-grained, foliated texture (gneissic banding) characterized by alternating layers of light-colored felsic minerals and dark-colored mafic minerals, formed under high-grade metamorphic conditions."
Holocene,Geological Time Interval,"The NLD defines Holocene as a 'geological epoch' spanning a specific duration, which aligns with the definition of a temporal region within global geological time.",UNIDADE_CRONO,"The Holocene is a geological epoch that represents the current interglacial period, following the Last Glacial Period of the Pleistocene Epoch, and spans from approximately 11,700 years ago to the present day."
Tithonian,Geological Time Interval,"The NLD describes Tithonian as a geological age 'spanning from approximately 152.1 to 145 million years ago', which aligns with the definition of a Geological Time Interval as a temporal region of finite dimension.",UNIDADE_CRONO,"Tithonian is a geological age that constitutes the uppermost stage of the Late Jurassic Epoch, spanning from approximately 152.1 to 145 million years ago and immediately preceding the Berriasian Stage of the Early Cretaceous."
mudrocks,Sedimentary Rock,"The NLD explicitly defines mudrocks as 'a type of sedimentary rock' composed of 'sedimentary grains or particles' (clay minerals and silt-sized particles), which directly matches the definition of Sedimentary Rock.",ROCHA,"Mudrocks are a type of sedimentary rock that are fine-grained, composed predominantly of clay minerals and silt-sized particles, and formed from the compaction and cementation of mud."
Santos,Geological Object,"The Santos Basin is described as a large, identifiable 'sedimentary basin' and 'petroleum province,' fitting the definition of a rigid, unified entity generated by geological processes.",BACIA,"The Santos Basin is a sedimentary basin that is located offshore southeastern Brazil, extending along the continental margin from the northern coast of Rio de Janeiro to the southern coast of Santa Catarina. It is a major petroleum province, hosting significant hydrocarbon accumulations, particularly the giant Pre-Salt carbonate reservoirs."
Quaternary,Geological Time Interval,"The NLD defines Quaternary as a 'geological period and chronostratigraphic unit that represents the most recent interval of Earth's history,' which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Quaternary is a geological period and chronostratigraphic unit that represents the most recent interval of Earth's history, extending from 2.58 million years ago to the present day, and is characterized by significant climatic oscillations and the evolution of modern human species."
igneous,Geological Process,"The NLD defines an 'igneous paleoenvironment' as one characterized by 'active magmatism and volcanism,' which are explicitly geological processes.",PALEOAMBIENTE,"An igneous paleoenvironment is a paleoenvironment that is characterized by active magmatism and volcanism, leading to the formation of igneous rocks and influencing the depositional setting through heat flow, topography, and material supply."
zircon,Geological Object,"The NLD describes zircon as a mineral, and 'Geological Object' explicitly includes 'a crystal' as an example, which aligns with a mineral.",MINERAIS,"Zircon is a mineral that is a zirconium silicate (ZrSiO4) commonly found as an accessory component in igneous and metamorphic rocks, characterized by its high durability and resistance to weathering. Its ability to incorporate trace amounts of uranium and thorium makes it an invaluable tool for U-Pb radiometric dating and provenance studies."
ostracodes,Geological Object,"Ostracodes are described as microfossils preserved in sedimentary rocks, which are rigid entities generated by geological processes (fossilization) and serve as geological indicators.",FOSSEIS,"Ostracodes are a group of small bivalved crustaceans that are preserved as microfossils, characterized by a calcified, hinged carapace enclosing the body. They are abundant in both marine and freshwater sedimentary rocks, serving as key biostratigraphic markers and paleoenvironmental indicators, particularly in the context of lacustrine and marine carbonate systems like the Brazilian Pre-Salt."
bacia de sergipe alagoas,Depositional System,"The NLD describes the basin as containing 'pre-rift, syn-rift, and post-rift sequences,' which are collections of mereotopologically linked depositional units, fitting the definition of a Depositional System.",BACIA,"A Bacia de Sergipe-Alagoas is a sedimentary basin that is located on the northeastern coast of Brazil, formed during the Mesozoic rifting and opening of the South Atlantic Ocean. It is a prolific petroleum province, characterized by pre-rift, syn-rift, and post-rift sequences, containing significant hydrocarbon accumulations in both shallow and deepwater settings."
calcimudstones,Sedimentary Rock,"The NLD defines calcimudstone as a 'carbonate rock' primarily composed of 'micrite', which aligns with the definition of Sedimentary Rock as a rock constituted by sedimentary grains or particles.",ROCHA,"A calcimudstone is a carbonate rock that is mud-supported, containing less than 10% allochems, and primarily composed of micrite."
cleavage,Geological Structure,"Cleavage is defined as a planar fabric that describes the internal arrangement within rocks, which aligns with the definition of a Geological Structure.",ESTRUTURA_FISICA,"Cleavage is a secondary planar fabric that develops in rocks due to tectonic deformation, allowing the rock to split preferentially along these planes."
Early Mississippian,Geological Time Interval,"The NLD defines 'Early Mississippian' as a 'chronostratigraphic subdivision' and an 'interval of the Mississippian Period,' which directly aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"Early Mississippian is a chronostratigraphic subdivision that encompasses the earliest interval of the Mississippian Period, representing the lower part of this subperiod within the Carboniferous System."
Pennsylvanian,Geological Time Interval,"The NLD defines Pennsylvanian as a chronostratigraphic unit representing a subperiod spanning a specific range of millions of years, which directly aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"Pennsylvanian is a chronostratigraphic unit that represents a subperiod of the Carboniferous Period, spanning from approximately 323.2 to 298.9 million years ago, and is characterized by extensive coal deposits, significant glaciations, and the diversification of terrestrial flora and fauna, including early reptiles."
carbonate mounds,Mound Unit,"The NLD describes a 'rock accumulation' with 'mounded to columnar geometry', which directly aligns with the definition of a Depositional Unit having Mound Geometry.",ROCHA,"A carbonate mound is a type of rock accumulation that is primarily composed of carbonate minerals, often formed by microbial activity (e.g., stromatolites, thrombolites) and early diagenetic cementation. It typically lacks a rigid framework and exhibits a mounded to columnar geometry, commonly found in lacustrine environments such as the Brazilian Pre-Salt."
3-brsa-1310-rjs,Geological Object,"The term refers to an oil and gas well, which is a rigid physical entity created by a geological process (drilling) and exists within the geological context.",POÇO,"3-brsa-1310-rjs is an oil and gas well that is uniquely identified by the ANP (Agência Nacional do Petróleo, Gás Natural e Biocombustíveis) designation '3-brsa-1310-rjs' and drilled for the exploration or production of hydrocarbons in the Brazilian offshore, specifically within the Rio de Janeiro state's jurisdictional area."
3-brsa-1267a-rjs,site,"The term refers to an exploration well, which is a hole drilled into the Earth, aligning with the BFO definition of a site as an immaterial entity whose boundaries are determined in relation to surrounding material entities.",POÇO,"3-brsa-1267a-rjs is an exploration well that was drilled by Petrobras in the Santos Basin, offshore Brazil, to investigate and evaluate hydrocarbon potential, specifically targeting the carbonate reservoirs of the Pre-Salt sequence."
limestone,Sedimentary Rock,The NLD explicitly defines limestone as a 'sedimentary rock' which directly matches the category definition.,ROCHA,"Limestone is a sedimentary rock that is primarily composed of calcium carbonate (CaCO3), typically formed from the accumulation of skeletal fragments of marine organisms or by chemical precipitation."
Archean,Geological Time Interval,"The NLD describes Archean as a geological eon that spans a specific time period, which aligns with the definition of a Geological Time Interval as a temporal region within global geological time.",UNIDADE_CRONO,"The Archean is a geological eon that spans from approximately 4.0 to 2.5 billion years ago, characterized by the formation of the Earth's first stable continental crust and the emergence of early prokaryotic life."
neoaptian,Geological Time Interval,"The NLD defines 'Neoaptian' as a chronostratigraphic unit that represents a 'specific interval of geological time,' which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"Neoaptian is a chronostratigraphic unit that represents the upper substage of the Aptian Stage within the Lower Cretaceous Series. It spans a specific interval of geological time, following the Bedoulian and preceding the Albian, and is characterized by distinct biostratigraphic markers."
intra-albian,Geological Time Interval,"The NLD defines 'Intra-Albian' as a chronostratigraphic interval, which directly aligns with the definition of a Geological Time Interval as a temporal region occupied by geological processes.",UNIDADE_CRONO,"Intra-Albian is a chronostratigraphic interval that occurs entirely within the Albian Age, representing the specific time during which geological processes, such as the deposition and diagenesis of lacustrine carbonate reservoirs, took place in the Brazilian Pre-Salt basins."
pelotas basins,Sedimentary Geological Object,"The NLD describes a 'sedimentary basin' with a 'sedimentary infill,' which is a geological object constituted by sedimentary rock or sediment.",BACIA,The Pelotas Basin is a passive margin sedimentary basin that is located offshore southern Brazil and Uruguay. It formed during the Mesozoic breakup of Gondwana and is characterized by a thick Cenozoic and Mesozoic sedimentary infill with potential for hydrocarbon accumulation.
yacoraite,Sedimentary Rock,"The NLD explicitly defines yacoraite as an 'evaporite rock,' which is a specific type of Sedimentary Rock.",ROCHA,"Yacoraite is an evaporite rock that is primarily composed of the rare hydrated calcium sulfate mineral yacoraite, characterized by the chemical formula Ca5(SO4)2(OH)6·H2O, and typically formed in hypersaline depositional environments."
bacia de salta argentina,Geological Object,"The NLD describes a 'sedimentary basin' as a large-scale geological entity formed by geological processes like rifting and sedimentation, which aligns with the definition of a Geological Object.",BACIA,"A Bacia de Salta Argentina is a sedimentary basin that is an intracratonic rift basin located in northwestern Argentina, characterized by Mesozoic syn-rift and post-rift sequences with significant hydrocarbon potential."
campanian-turonian,Geological Time Interval,The NLD explicitly defines the term as a 'geological time interval'.,UNIDADE_CRONO,"A Campanian-Turonian is a chronostratigraphic unit that represents a geological time interval encompassing the Turonian, Coniacian, Santonian, and Campanian stages of the Late Cretaceous epoch."
diabases,Rock,"The NLD explicitly defines diabase as a 'mafic igneous rock,' which directly aligns with the definition of 'Rock' in the GeoCore ontology.",ROCHA,"Diabase is a mafic igneous rock that is characterized by a fine- to medium-grained texture, often ophitic or subophitic, and typically occurs as shallow intrusive dikes and sills."
basalt,Rock,"The NLD explicitly defines basalt as an 'igneous rock', which directly aligns with the GeoCore category 'Rock' as a solid consolidated Earth Material.",MINERAIS,"Basalt is an igneous rock composed of minerals that is dark-colored, fine-grained, and mafic, primarily consisting of plagioclase, pyroxene, and often olivine, formed from the rapid cooling of lava at or near the Earth's surface."
intra-Barremian,Geological Time Interval,"The NLD defines 'intra-Barremian' as a chronostratigraphic unit representing a time interval, which directly aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,An intra-Barremian is a chronostratigraphic unit that represents a time interval occurring entirely within the Barremian Age.
Eocene,Geological Time Interval,"The NLD defines Eocene as a geological epoch spanning a specific time range, which directly aligns with the definition of a Geological Time Interval as a temporal region.",UNIDADE_CRONO,"The Eocene is a geological epoch that constitutes the second epoch of the Paleogene Period, spanning from approximately 56 to 33.9 million years ago."
folds,Geological Structure,"The NLD defines a fold as a 'deformational structure' resulting from the bending of rock layers, which directly matches GeoCore's definition of Geological Structure as describing the internal arrangement of a Geological Object and lists 'fold' as an example.",ESTRUTURA_FISICA,A fold is a deformational structure that results from the ductile bending or buckling of rock layers due to compressive stress.
granitic,Rock,"The NLD explicitly states 'Granitic rock is an igneous rock', which directly classifies it as a type of Rock.",ROCHA,"Granitic rock is an igneous rock that is characterized by a phaneritic (coarse-grained) texture and a felsic composition, primarily consisting of quartz, feldspar, and micas, typically formed from the slow cooling of magma deep within the Earth's crust."
Barra Velha Formation,Depositional Unit,"The term describes a 'lithostratigraphic unit' and 'reservoir interval' constituted by 'microbialite-dominated carbonates,' which aligns with a Sedimentary Geological Object recognizable at a mapping scale.",UNIDADE_LITO,"The Barra Velha Formation is a lithostratigraphic unit that constitutes the primary lacustrine carbonate reservoir interval within the Brazilian Pre-Salt succession. It is characterized by microbialite-dominated carbonates, including stromatolites and other biogenic/abiogenic precipitates, deposited during the rift-sag transition phase of the South Atlantic opening."
fractures,Geological Structure,"The NLD explicitly defines fractures as 'planar geological structures' that represent a break in the rock mass, which aligns with the definition of Geological Structure as describing the internal arrangement of a Geological Object.",ESTRUTURA_FISICA,"Fractures are planar geological structures that represent a break in the rock mass, typically with negligible to minor displacement, resulting from stress exceeding rock strength. They can significantly impact reservoir permeability and porosity, acting as conduits or barriers for fluid flow, particularly within Pre-Salt carbonate reservoirs."
Bacia de Pelotas,Geological Object,"A sedimentary basin is a large-scale rigid geological entity formed by geological processes, possessing its own identity and unity.",BACIA,"Bacia de Pelotas is a sedimentary basin that is located offshore southern Brazil and Uruguay, formed during the Mesozoic breakup of Gondwana. It is characterized by a thick Cenozoic siliciclastic infill deposited in a passive margin setting."
