Corrected_Term,NLD,Original_Label
wackestones packstones,"Wackestones and packstones are carbonate rocks that are classified by Dunham's scheme, where wackestones are mud-supported with greater than 10% allochems, and packstones are grain-supported with greater than 10% allochems but still contain significant mud.",ROCHA
mud limestones,Mud limestones are a type of carbonate sedimentary rock that is predominantly composed of carbonate mud (micrite) and characterized by a mud-supported fabric. They typically correspond to mudstones or wackestones in Dunham's classification and commonly form in low-energy depositional environments.,ROCHA
framestones,"Framestones are a type of boundstone that is characterized by a rigid framework built by in-situ organisms, which act as primary framework builders.",ROCHA
shells,"A shell is a hard, protective outer layer that was secreted by a marine or freshwater invertebrate animal, such as a mollusk or brachiopod, and is preserved as a fossil within sedimentary rocks.",FOSSEIS
pre-aptian,Pre-Aptian is a chronostratigraphic unit that represents the geological time interval preceding the Aptian stage of the Early Cretaceous.,UNIDADE_CRONO
barremian-aged,"The Barremian Age is a geological age that represents a specific interval of the Early Cretaceous epoch, spanning from approximately 129.4 to 125.0 million years ago, and is characterized by distinct biostratigraphic markers and associated rock successions.",UNIDADE_CRONO
fluvial-deltaic,"A fluvial-deltaic paleoenvironment is a depositional environment that is characterized by the interaction of riverine (fluvial) and marine (deltaic) processes, typically occurring at the interface where a river enters a standing body of water, leading to the accumulation of sediments.",PALEOAMBIENTE
barremian upper aratu,"Barremian Upper Aratu is a chronostratigraphic unit that represents a specific time interval within the Barremian stage of the Early Cretaceous, corresponding to the deposition of the upper part of the Aratu Formation in the Brazilian marginal basins, preceding the main Pre-Salt carbonate reservoirs.",UNIDADE_CRONO
marls,"Marls are a sedimentary rock that is composed of a mixture of clay minerals and calcium carbonate, typically with proportions of each ranging from 35% to 65%.",ROCHA
Candona centroimpressa,"Candona centroimpressa is a species of fossil ostracod that serves as a key biostratigraphic marker for the Aptian lacustrine successions of the Brazilian Pre-Salt, characterized by its non-marine affinity and distinctive carapace morphology.",FOSSEIS
cyprideis frugosa,"Cyprideis frugosa is a species of ostracod microfossil that is characterized by a robust, often pitted or nodose carapace, and serves as a significant biostratigraphic marker for brackish to freshwater lacustrine environments, particularly within the sag and rift sequences of the Brazilian Pre-Salt.",FOSSEIS
gastropods,"Gastropods are a type of fossil mollusk that are characterized by a univalve, typically spirally coiled shell, or are preserved as internal molds or imprints within sedimentary rocks.",FOSSEIS
coquina carbonates,"Coquina carbonates are a type of carbonate rock that is primarily composed of poorly cemented, sand- to gravel-sized shell fragments and other bioclastic debris, typically formed in high-energy lacustrine or shallow marine environments, and often characterized by high porosity and permeability.",ROCHA
Barremian,"Barremian is a chronostratigraphic stage that represents a division of the Early Cretaceous epoch, spanning the time interval between the end of the Hauterivian and the beginning of the Aptian.",UNIDADE_CRONO
karst,"Karstified rock is a carbonate rock that has undergone significant dissolution by acidic waters, resulting in the development of secondary porosity and permeability features such as vugs, caves, and conduits.",ROCHA
clay,"Clay is an unconsolidated sediment that is composed predominantly of particles with a diameter less than 1/256 mm (4 micrometers), exhibiting plasticity when wet and hardening upon drying.",NAO_CONSOLID
Toarcian,"The Toarcian is a chronostratigraphic unit that represents a geological age within the Early Jurassic epoch. It spans from approximately 182.7 to 174.1 million years ago, succeeding the Pliensbachian and preceding the Aalenian stages.",UNIDADE_CRONO
campos basins,"The Campos Basin is a passive margin sedimentary basin that is located offshore southeastern Brazil, formed during the Mesozoic rifting and Cenozoic sag phases of the South Atlantic opening. It is a prolific hydrocarbon province, characterized by significant conventional and deep-water Pre-Salt carbonate reservoirs.",BACIA
formation santos,"The Santos Formation is a lithostratigraphic unit that comprises a thick succession of siliciclastic rocks, predominantly shales and sandstones, deposited during the post-rift sag phase in the Santos Basin, offshore Brazil. It unconformably overlies the Pre-Salt carbonate succession and is characterized by its regional extent and distinct seismic signature.",UNIDADE_LITO
formation campos,"The Campos Formation is a lithostratigraphic unit that comprises a succession of lacustrine carbonate rocks, including microbialites, deposited during the Aptian in the Campos Basin, Brazilian Pre-Salt. It constitutes a significant reservoir unit for hydrocarbons.",UNIDADE_LITO
palaeoproterozoic,"The Palaeoproterozoic is a geological eon that represents the earliest subdivision of the Proterozoic Eon, spanning the time interval from 2500 to 1600 million years ago.",UNIDADE_CRONO
Namibe Basin,"The Namibe Basin is a sedimentary basin that is located offshore Angola and Namibia, forming part of the passive continental margin of the South Atlantic. It comprises syn-rift and post-rift sequences, including potential hydrocarbon plays analogous to those found in other conjugate South Atlantic basins.",BACIA
sergipe alagoas basin,"The Sergipe-Alagoas Basin is a sedimentary basin that is located along the northeastern coast of Brazil, formed during the Mesozoic rifting of Gondwana, and is a prolific petroleum province known for its post-rift and pre-rift plays, including significant deepwater discoveries.",BACIA
cement stones,"Cement stones are a rock that is predominantly constituted by diagenetically precipitated mineral cement, which infills pore spaces, binds detrital or biogenic components, and can form a significant portion of the rock fabric.",ROCHA
flint,"Flint is a cryptocrystalline sedimentary rock that is a variety of quartz (SiO2), typically dark grey to black, brown, or reddish-brown, and forms as nodules or concretions within chalk or limestone sequences.",ROCHA
chalks,"Chalks are fine-grained carbonate materials that are primarily composed of the skeletal remains of calcareous nannofossils, particularly coccolithophores, and are characterized by their soft, friable, and poorly consolidated nature, often exhibiting high porosity and low strength.",NAO_CONSOLID
3-esso-004-sps,"3-esso-004-sps is a well that is a bore drilled into the Earth's subsurface for the purpose of exploring for or producing hydrocarbons, specifically targeting the deepwater carbonate reservoirs of the Brazilian Pre-Salt play.",POÇO
cracks,"A crack is a planar or curvilinear discontinuity within a rock mass that forms due to brittle deformation, often enhancing permeability in carbonate reservoirs.",ESTRUTURA_FISICA
boundstone,"Boundstone is a carbonate rock that consists of original components that were bound together *in situ* during deposition, typically by the growth of sessile organisms.",ROCHA
sb-2,"sb-2 is an exploration well that was drilled in the Santos Basin, offshore Brazil. It is a pioneering well that confirmed the presence of significant hydrocarbon accumulations within the Pre-Salt carbonate reservoirs. This well provided critical data for the development of the Brazilian Pre-Salt play.",POÇO
bonneville,"The Bonneville Basin is a paleolake basin that encompasses the maximum extent of the ancient Lake Bonneville, a large pluvial lake that existed in western North America during the Pleistocene epoch. It is characterized by extensive lacustrine deposits, relict shorelines, and the modern Bonneville Salt Flats, reflecting its past hydrological cycles.",BACIA
CO2,"CO2 is a fluid of the Earth that is a naturally occurring gas found in subsurface geological formations. It is often associated with hydrocarbon systems as a non-hydrocarbon component of reservoir fluids, particularly in the Brazilian Pre-Salt carbonate reservoirs.",FLUIDODATERRA
magnesium smectite,"Magnesium smectite is a clay mineral that is a 2:1 phyllosilicate belonging to the smectite group, characterized by a high magnesium content in its octahedral sheet and exhibiting significant swelling properties upon hydration.",MINERAIS
Ellimma longipectoralis,"Ellimma longipectoralis is a fossil fish species that belongs to the extinct family †Ellimmichthyidae (Clupeiformes), characterized by its elongated pectoral fins and commonly found in Cretaceous deposits of Brazil.",FOSSEIS
water,"Water is a fluid that is a chemical compound of hydrogen and oxygen (H2O), ubiquitous in the Earth's subsurface as formation water, connate water, or meteoric water, often coexisting with hydrocarbons in porous and permeable rock formations.",FLUIDODATERRA
wedging,"Wedging is a geological structure that describes the geometry of a rock unit or stratigraphic package. It is characterized by the progressive thinning of the unit to a sharp edge, often terminating against another geological feature or thinning out into a basin. This geometry commonly results from depositional processes, erosional truncation, or structural deformation, and is a key indicator in seismic interpretation for reservoir distribution.",ESTRUTURA_FISICA
ostracod,"An ostracod is a bivalved microcrustacean that possesses a chitinous or calcareous carapace and is widely preserved as a fossil in marine and non-marine sedimentary rocks, providing key data for biostratigraphy and paleoenvironmental analysis.",FOSSEIS
playa-lake,"A playa-lake is a paleoenvironment that represents an ephemeral, shallow, and often saline or hypersaline lake in an arid or semi-arid closed basin. It is characterized by cycles of wetting and drying, leading to the deposition of evaporites, mudstones, and sometimes carbonates.",PALEOAMBIENTE
mudrocks,"Mudrocks are sedimentary rocks that are predominantly composed of clay minerals and silt-sized particles, representing the lithified equivalent of mud.",ROCHA
bivalve-gastropod,Bivalve-gastropod is an invertebrate fossil assemblage that consists of the preserved remains of bivalve and gastropod mollusks. These fossils are commonly found in marine or lacustrine sedimentary successions and are significant for paleoenvironmental interpretation and biostratigraphic correlation.,FOSSEIS
sphalerite,"Sphalerite is a rock that is predominantly composed of the mineral sphalerite, a zinc sulfide (ZnS), and typically forms in hydrothermal vein deposits or as a significant component in some sedimentary exhalative (SEDEX) or Mississippi Valley Type (MVT) ore bodies.",ROCHA
svanbergite,"Svanbergite is a rock that is predominantly composed of the strontium aluminum phosphate sulfate mineral svanbergite, typically formed in altered sedimentary or metamorphic environments.",ROCHA
zeolite,"A zeolite rock is a rock that is predominantly composed of zeolite minerals, which are microporous aluminosilicate minerals commonly formed by the alteration of volcanic glass or other silicates in low-temperature diagenetic or hydrothermal environments.",ROCHA
dolostones,"Dolostones are sedimentary rocks that are predominantly composed of the mineral dolomite (CaMg(CO3)2), typically formed through the diagenetic alteration of pre-existing limestones.",ROCHA
microcrystalline,"Microcrystalline is a texture that describes a rock or mineral aggregate where individual crystals are too small to be distinguished with the unaided eye, but are discernible under a petrographic microscope.",TEXTURA
Silurian,"The Silurian is a geologic period that constitutes a major division of the Paleozoic Era, extending from the end of the Ordovician Period to the beginning of the Devonian Period, approximately spanning from 443.8 to 419.2 million years ago.",UNIDADE_CRONO
magnesite,"Magnesite is a mineral that is a trigonal magnesium carbonate (MgCO3), belonging to the calcite group, which commonly occurs as an alteration product of magnesium-rich rocks or in hydrothermal veins.",MINERAIS
magnesite,"Magnesite is a mineral that is a magnesium carbonate (MgCO3) belonging to the calcite group, typically forming as a secondary mineral through the alteration of magnesium-rich rocks or by metasomatic replacement of limestones and dolomites.",MINERAIS
radiolaria,"Radiolaria is a type of marine microfossil that represents the preserved siliceous skeleton of a planktonic protozoan, serving as a key biostratigraphic marker in deep-marine sedimentary successions.",FOSSEIS
zeolite,"Zeolite is a mineral group that consists of microporous, aluminosilicate minerals characterized by a framework structure enclosing cavities occupied by large ions and water molecules, which can be released without major changes to the framework.",MINERAIS
bitumen,"Bitumen is a naturally occurring organic material that is a highly viscous to solid mixture of complex hydrocarbons, typically black or dark brown, found in geological formations often as a product of petroleum alteration.",MINERAIS
Permian,"The Permian is a geologic period that constitutes the final period of the Paleozoic Era, spanning from approximately 298.9 to 251.9 million years ago, and is characterized by the assembly of the supercontinent Pangea and culminating in the largest mass extinction event in Earth's history.",UNIDADE_CRONO
Santonian Campanian,"Santonian Campanian is a chronostratigraphic interval that encompasses the Santonian and Campanian stages of the Late Cretaceous epoch, representing a significant period of Earth's history.",UNIDADE_CRONO
continental-oceanic,"A continental-oceanic paleoenvironment is a transitional depositional setting that represents the dynamic interface between continental landmasses and oceanic basins, characterized by a complex interplay of terrestrial and marine processes, sediment sources, and environmental conditions.",PALEOAMBIENTE
oolites,"Oolites are a type of fossil-associated carbonate particle that is characterized by spherical to subspherical shapes and concentric layers of calcium carbonate, typically less than 2 mm in diameter, precipitated around a nucleus.",FOSSEIS
paleocontinent,"A paleocontinent is a continent that existed in a geological past, whose configuration and position influenced global climate, ocean currents, and the distribution of paleoenvironments and life forms.",PALEOAMBIENTE
Mesozoic,"The Mesozoic is a chronostratigraphic unit of era rank that spans from approximately 252 to 66 million years ago, characterized by the breakup of Pangea, the dominance of dinosaurs, and the rifting and early sag phases of the South Atlantic opening, which facilitated the deposition of the Pre-Salt carbonate reservoirs.",UNIDADE_CRONO
sb-e1,"sb-e1 is a well that is drilled into the Earth's subsurface to explore for or produce hydrocarbons. It specifically targets geological formations, such as the carbonate reservoirs of the Brazilian Pre-Salt, to assess their potential or extract petroleum resources.",POÇO
shrubstone,"Shrubstone is a biogenic carbonate rock that exhibits a branching, arborescent, or shrub-like growth morphology, formed by the precipitation of carbonate minerals mediated by microbial communities.",ROCHA
aragonite,"Aragonite is a mineral that is a carbonate polymorph of calcite, having the chemical formula CaCO3 and crystallizing in the orthorhombic system. It is metastable at surface conditions and commonly inverts to calcite over geological time, often forming biogenic shells and early diagenetic cements.",MINERAIS
cobbles,"A cobble is a rock fragment that is typically sub-rounded to rounded and has a diameter ranging from 64 mm to 256 mm, placing it between pebbles and boulders in the Udden-Wentworth grain size scale.",ROCHA
pebbles,"Pebbles are clastic sediment particles that range in diameter from 4 to 64 millimeters, typically exhibiting a rounded to sub-rounded shape due to transport and abrasion.",ROCHA
cobbles,"A cobble is a rock fragment that is typically sub-rounded to rounded and has a diameter ranging from 64 mm to 256 mm, placing it between pebbles and boulders in the Udden-Wentworth grain size scale.",ROCHA
furongian,"The Furongian is a geological epoch that constitutes the third and final series of the Cambrian Period, spanning from approximately 497 to 485.4 million years ago.",UNIDADE_CRONO
wavy,"A wavy physical structure is a geological structure that exhibits undulatory, curvilinear, or ripple-like patterns, often observed in bedding, laminae, or depositional surfaces within carbonate reservoirs, resulting from depositional processes or biological activity.",ESTRUTURA_FISICA
coastal,"A coastal paleoenvironment is an ancient depositional environment that is situated at the interface between terrestrial and marine realms, characterized by the interplay of fluvial, tidal, and wave processes, and typically includes settings such as beaches, lagoons, estuaries, and deltas.",PALEOAMBIENTE
Palaeozoic,"The Palaeozoic is a geological era that represents a major interval of Earth's history, spanning from approximately 541 to 252.2 million years ago, following the Neoproterozoic Era and preceding the Mesozoic Era.",UNIDADE_CRONO
barite,"Barite is a rock that is a consolidated aggregate of mineral grains predominantly composed of barium sulfate (BaSO4), characterized by its high specific gravity.",ROCHA
mg claystones,"Mg claystones are a type of fine-grained siliciclastic sedimentary rock that is predominantly composed of clay minerals and is intimately associated with microbialite carbonate successions, commonly occurring as interbeds or draping layers within the Brazilian Pre-Salt lacustrine depositional systems.",ROCHA
dolomites,"Dolomites are a type of carbonate rock that is predominantly composed of the mineral dolomite (CaMg(CO3)2), typically formed through the diagenetic alteration of limestones or direct precipitation.",ROCHA
Mg-claystones,"Mg-claystones are a fine-grained sedimentary rock that is predominantly composed of clay-sized particles and contains a significant proportion of magnesium, typically within Mg-rich clay minerals such as sepiolite, palygorskite, or Mg-smectites.",ROCHA
Kwanza Basin,"The Kwanza Basin is a passive margin sedimentary basin that extends along the coast of Angola, formed during the breakup of Gondwana. It is characterized by a thick Mesozoic to Cenozoic sedimentary fill, including significant Pre-Salt and Post-Salt petroleum systems. This prolific hydrocarbon province is particularly known for its Aptian salt tectonics and associated traps.",BACIA
palaeocene,"The Palaeocene is a geological epoch that represents the earliest chronostratigraphic division of the Palaeogene Period and the Cenozoic Era. It spans from approximately 66 to 56 million years ago. This epoch immediately follows the Cretaceous Period and precedes the Eocene Epoch, marking the interval after the Cretaceous-Palaeogene extinction event.",UNIDADE_CRONO
sandstone,"A sandstone is a clastic sedimentary rock that is primarily composed of sand-sized mineral grains or rock fragments. These grains, typically quartz, feldspar, or lithic fragments, are cemented together by a matrix of finer material or chemical precipitates.",ROCHA
Eoaptian,"Eoaptian is a chronostratigraphic unit that represents the earliest part of the Aptian Stage, characterized in the Brazilian Pre-Salt by the deposition of the initial lacustrine carbonate successions.",UNIDADE_CRONO
santonian-campanian,"The Santonian-Campanian is a chronostratigraphic unit that represents a specific interval within the Late Cretaceous epoch, spanning approximately from 86.3 to 72.1 million years ago. It is characterized by global sea-level fluctuations and, in the context of the Brazilian Pre-Salt, by the continued deposition of lacustrine and marine carbonate reservoirs during the post-rift sag phase.",UNIDADE_CRONO
3-brsa-1132-rjs,"3-brsa-1132-rjs is a well that is uniquely identified by the Brazilian National Agency of Petroleum, Natural Gas and Biofuels (ANP) standard, drilled by Petrobras in the offshore Rio de Janeiro basin. It represents a specific bore drilled into the Earth's subsurface for the purpose of exploring or producing hydrocarbons.",POÇO
Barra Velha Formations,"Barra Velha Formations are a lithostratigraphic unit that comprises the main Aptian carbonate reservoir succession of the Brazilian Pre-Salt, characterized by microbial carbonates (e.g., stromatolites, thrombolites, oncolites) deposited in lacustrine environments.",UNIDADE_LITO
9-brsa-1212-rjs,"9-brsa-1212-rjs is a well that is an artificial bore drilled into the Earth's crust for the exploration or production of hydrocarbons. This specific nomenclature, assigned by the Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP), uniquely identifies an offshore well in the Brazilian Pre-Salt, specifically within the Santos Basin.",POÇO
3-brsa-1212-rjs,"""3-brsa-1212-rjs"" is a well that is an exploratory or appraisal borehole drilled in the Brazilian offshore, identified by the official ANP designation system. It represents a specific subsurface penetration point used for geological data acquisition and hydrocarbon evaluation. The nomenclature indicates it is the third well drilled by Petrobras (BRSA) in a specific block, sequentially numbered 1212, located in the Rio de Janeiro State offshore area.",POÇO
profundal,"Profundal is a paleoenvironment that represents the deep-water zone of a lake or ocean basin, situated below the photic zone where light penetration is insufficient for photosynthesis. It is characterized by low energy conditions, fine-grained sedimentation, and specific faunal assemblages adapted to dark, cold, and often anoxic conditions. In Pre-Salt carbonate systems, this setting is associated with the accumulation of fine-grained microbialites or pelagic sediments in the deeper parts of the basin.",PALEOAMBIENTE
marls,"A marl paleoenvironment is a depositional setting that is characterized by the accumulation of mixed carbonate and siliciclastic muds, typically in low-energy, often restricted marine or lacustrine conditions.",PALEOAMBIENTE
ridge-type,"A ridge-type structure is a physical structure that is characterized by an elongated, elevated morphology, often forming a topographic high relative to surrounding areas.",ESTRUTURA_FISICA
fissure ridge,"A fissure ridge is a linear geological edifice that forms along a crustal fracture or fissure, resulting from the eruption of magma or the precipitation of minerals from hydrothermal fluids.",ESTRUTURA_FISICA
gases,"Gases are a fluid phase that exists in the subsurface, typically composed of hydrocarbons (e.g., methane, ethane) and non-hydrocarbon components (e.g., CO2, N2, H2S), characterized by low viscosity and high compressibility, and often found trapped within porous reservoir rocks.",FLUIDODATERRA
Paleocene,"The Paleocene is a geological epoch that represents the first epoch of the Paleogene Period and the Cenozoic Era, spanning from approximately 66 to 56 million years ago.",UNIDADE_CRONO
Upper Cretaceous,"Upper Cretaceous is a subdivision of the Cretaceous Period that represents the later part of this geological time interval, spanning from approximately 100.5 to 66 million years ago.",UNIDADE_CRONO
Bacia do Espírito Santo,"A Bacia do Espírito Santo is a sedimentary basin that is located offshore southeastern Brazil, formed during the Mesozoic rifting and subsequent opening of the South Atlantic Ocean, and characterized by a thick sedimentary infill comprising pre-salt and post-salt sequences with proven hydrocarbon accumulations.",BACIA
Aptian Alagoas,"Aptian Alagoas is a chronostratigraphic substage that represents the upper part of the Aptian Stage in the Brazilian Pre-Salt basins. It is characterized by the widespread deposition of the evaporitic succession, including halite, anhydrite, and potassium salts, which overlie the main lacustrine carbonate reservoirs. This unit marks a period of restricted marine conditions and high evaporation rates.",UNIDADE_CRONO
gneisses,"Gneiss is a metamorphic rock that exhibits a coarse-grained, foliated texture (gneissic banding) characterized by alternating layers of light-colored felsic minerals and dark-colored mafic minerals, formed under high-grade metamorphic conditions.",ROCHA
Holocene,"The Holocene is a geological epoch that represents the current interglacial period, following the Last Glacial Period of the Pleistocene Epoch, and spans from approximately 11,700 years ago to the present day.",UNIDADE_CRONO
Tithonian,"Tithonian is a geological age that constitutes the uppermost stage of the Late Jurassic Epoch, spanning from approximately 152.1 to 145 million years ago and immediately preceding the Berriasian Stage of the Early Cretaceous.",UNIDADE_CRONO
mudrocks,"Mudrocks are a type of sedimentary rock that are fine-grained, composed predominantly of clay minerals and silt-sized particles, and formed from the compaction and cementation of mud.",ROCHA
Santos,"The Santos Basin is a sedimentary basin that is located offshore southeastern Brazil, extending along the continental margin from the northern coast of Rio de Janeiro to the southern coast of Santa Catarina. It is a major petroleum province, hosting significant hydrocarbon accumulations, particularly the giant Pre-Salt carbonate reservoirs.",BACIA
Quaternary,"The Quaternary is a geological period and chronostratigraphic unit that represents the most recent interval of Earth's history, extending from 2.58 million years ago to the present day, and is characterized by significant climatic oscillations and the evolution of modern human species.",UNIDADE_CRONO
igneous,"An igneous paleoenvironment is a paleoenvironment that is characterized by active magmatism and volcanism, leading to the formation of igneous rocks and influencing the depositional setting through heat flow, topography, and material supply.",PALEOAMBIENTE
zircon,"Zircon is a mineral that is a zirconium silicate (ZrSiO4) commonly found as an accessory component in igneous and metamorphic rocks, characterized by its high durability and resistance to weathering. Its ability to incorporate trace amounts of uranium and thorium makes it an invaluable tool for U-Pb radiometric dating and provenance studies.",MINERAIS
ostracodes,"Ostracodes are a group of small bivalved crustaceans that are preserved as microfossils, characterized by a calcified, hinged carapace enclosing the body. They are abundant in both marine and freshwater sedimentary rocks, serving as key biostratigraphic markers and paleoenvironmental indicators, particularly in the context of lacustrine and marine carbonate systems like the Brazilian Pre-Salt.",FOSSEIS
bacia de sergipe alagoas,"A Bacia de Sergipe-Alagoas is a sedimentary basin that is located on the northeastern coast of Brazil, formed during the Mesozoic rifting and opening of the South Atlantic Ocean. It is a prolific petroleum province, characterized by pre-rift, syn-rift, and post-rift sequences, containing significant hydrocarbon accumulations in both shallow and deepwater settings.",BACIA
calcimudstones,"A calcimudstone is a carbonate rock that is mud-supported, containing less than 10% allochems, and primarily composed of micrite.",ROCHA
cleavage,"Cleavage is a secondary planar fabric that develops in rocks due to tectonic deformation, allowing the rock to split preferentially along these planes.",ESTRUTURA_FISICA
Early Mississippian,"Early Mississippian is a chronostratigraphic subdivision that encompasses the earliest interval of the Mississippian Period, representing the lower part of this subperiod within the Carboniferous System.",UNIDADE_CRONO
Pennsylvanian,"Pennsylvanian is a chronostratigraphic unit that represents a subperiod of the Carboniferous Period, spanning from approximately 323.2 to 298.9 million years ago, and is characterized by extensive coal deposits, significant glaciations, and the diversification of terrestrial flora and fauna, including early reptiles.",UNIDADE_CRONO
carbonate mounds,"A carbonate mound is a type of rock accumulation that is primarily composed of carbonate minerals, often formed by microbial activity (e.g., stromatolites, thrombolites) and early diagenetic cementation. It typically lacks a rigid framework and exhibits a mounded to columnar geometry, commonly found in lacustrine environments such as the Brazilian Pre-Salt.",ROCHA
3-brsa-1310-rjs,"3-brsa-1310-rjs is an oil and gas well that is uniquely identified by the ANP (Agência Nacional do Petróleo, Gás Natural e Biocombustíveis) designation '3-brsa-1310-rjs' and drilled for the exploration or production of hydrocarbons in the Brazilian offshore, specifically within the Rio de Janeiro state's jurisdictional area.",POÇO
3-brsa-1267a-rjs,"3-brsa-1267a-rjs is an exploration well that was drilled by Petrobras in the Santos Basin, offshore Brazil, to investigate and evaluate hydrocarbon potential, specifically targeting the carbonate reservoirs of the Pre-Salt sequence.",POÇO
limestone,"Limestone is a sedimentary rock that is primarily composed of calcium carbonate (CaCO3), typically formed from the accumulation of skeletal fragments of marine organisms or by chemical precipitation.",ROCHA
Archean,"The Archean is a geological eon that spans from approximately 4.0 to 2.5 billion years ago, characterized by the formation of the Earth's first stable continental crust and the emergence of early prokaryotic life.",UNIDADE_CRONO
neoaptian,"Neoaptian is a chronostratigraphic unit that represents the upper substage of the Aptian Stage within the Lower Cretaceous Series. It spans a specific interval of geological time, following the Bedoulian and preceding the Albian, and is characterized by distinct biostratigraphic markers.",UNIDADE_CRONO
intra-albian,"Intra-Albian is a chronostratigraphic interval that occurs entirely within the Albian Age, representing the specific time during which geological processes, such as the deposition and diagenesis of lacustrine carbonate reservoirs, took place in the Brazilian Pre-Salt basins.",UNIDADE_CRONO
pelotas basins,The Pelotas Basin is a passive margin sedimentary basin that is located offshore southern Brazil and Uruguay. It formed during the Mesozoic breakup of Gondwana and is characterized by a thick Cenozoic and Mesozoic sedimentary infill with potential for hydrocarbon accumulation.,BACIA
yacoraite,"Yacoraite is an evaporite rock that is primarily composed of the rare hydrated calcium sulfate mineral yacoraite, characterized by the chemical formula Ca5(SO4)2(OH)6·H2O, and typically formed in hypersaline depositional environments.",ROCHA
bacia de salta argentina,"A Bacia de Salta Argentina is a sedimentary basin that is an intracratonic rift basin located in northwestern Argentina, characterized by Mesozoic syn-rift and post-rift sequences with significant hydrocarbon potential.",BACIA
campanian-turonian,"A Campanian-Turonian is a chronostratigraphic unit that represents a geological time interval encompassing the Turonian, Coniacian, Santonian, and Campanian stages of the Late Cretaceous epoch.",UNIDADE_CRONO
diabases,"Diabase is a mafic igneous rock that is characterized by a fine- to medium-grained texture, often ophitic or subophitic, and typically occurs as shallow intrusive dikes and sills.",ROCHA
basalt,"Basalt is an igneous rock composed of minerals that is dark-colored, fine-grained, and mafic, primarily consisting of plagioclase, pyroxene, and often olivine, formed from the rapid cooling of lava at or near the Earth's surface.",MINERAIS
intra-Barremian,An intra-Barremian is a chronostratigraphic unit that represents a time interval occurring entirely within the Barremian Age.,UNIDADE_CRONO
Eocene,"The Eocene is a geological epoch that constitutes the second epoch of the Paleogene Period, spanning from approximately 56 to 33.9 million years ago.",UNIDADE_CRONO
folds,A fold is a deformational structure that results from the ductile bending or buckling of rock layers due to compressive stress.,ESTRUTURA_FISICA
granitic,"Granitic rock is an igneous rock that is characterized by a phaneritic (coarse-grained) texture and a felsic composition, primarily consisting of quartz, feldspar, and micas, typically formed from the slow cooling of magma deep within the Earth's crust.",ROCHA
Barra Velha Formation,"The Barra Velha Formation is a lithostratigraphic unit that constitutes the primary lacustrine carbonate reservoir interval within the Brazilian Pre-Salt succession. It is characterized by microbialite-dominated carbonates, including stromatolites and other biogenic/abiogenic precipitates, deposited during the rift-sag transition phase of the South Atlantic opening.",UNIDADE_LITO
fractures,"Fractures are planar geological structures that represent a break in the rock mass, typically with negligible to minor displacement, resulting from stress exceeding rock strength. They can significantly impact reservoir permeability and porosity, acting as conduits or barriers for fluid flow, particularly within Pre-Salt carbonate reservoirs.",ESTRUTURA_FISICA
Bacia de Pelotas,"Bacia de Pelotas is a sedimentary basin that is located offshore southern Brazil and Uruguay, formed during the Mesozoic breakup of Gondwana. It is characterized by a thick Cenozoic siliciclastic infill deposited in a passive margin setting.",BACIA
basement,"Basement is a lithological unit that comprises the crystalline igneous and metamorphic rocks forming the crust beneath a sedimentary cover, often serving as the structural or economic base for hydrocarbon exploration.",UNIDADE_LITO
bacias de campos,"The Campos Basin is a sedimentary basin that is located offshore southeastern Brazil, characterized by a thick Mesozoic to Cenozoic sedimentary infill developed during the Gondwana breakup and subsequent passive margin evolution.",BACIA
halite,"Halite is a chemical sedimentary rock that is predominantly composed of the mineral sodium chloride (NaCl), forming through the precipitation of salts from evaporating saline waters in arid environments.",ROCHA
Eocene,"The Eocene is a geological epoch that represents the second epoch of the Paleogene Period within the Cenozoic Era, spanning from approximately 56 to 33.9 million years ago, and is characterized by a warm global climate and the significant diversification of modern mammalian orders.",UNIDADE_CRONO
Eoaptian,Eoaptian is a chronostratigraphic unit that constitutes the earliest subdivision of the Aptian Stage of the Early Cretaceous Epoch.,UNIDADE_CRONO
Grupo Guaratiba,"Grupo Guaratiba is a lithostratigraphic unit of Group rank that comprises the Pre-Salt succession in the Santos Basin, characterized by lacustrine carbonates, siliciclastics, and volcanic rocks deposited during the rift and sag phases of the South Atlantic opening.",UNIDADE_LITO
Neocomian,"Neocomian is a chronostratigraphic unit that represents the earliest part of the Early Cretaceous epoch. It encompasses the Berriasian, Valanginian, and Hauterivian stages, spanning from approximately 145 to 133 million years ago.",UNIDADE_CRONO
Neo-Barremian-Eo-Aptian,"Neo-Barremian-Eo-Aptian is a chronostratigraphic unit that spans the late Barremian to early Aptian stages of the Early Cretaceous. It represents a critical geological time interval during which the sag-phase lacustrine carbonate reservoirs of the Brazilian Pre-Salt were extensively deposited, characterized by widespread anoxic conditions and the development of microbialite and coquina facies.",UNIDADE_CRONO
intra-Alagoas,"Intra-Alagoas is a chronostratigraphic interval that occurs within the Alagoas Stage, representing a specific period of deposition and geological events during the Aptian in the Brazilian marginal basins, particularly relevant for Pre-Salt carbonate reservoir development.",UNIDADE_CRONO
carbonate,"A carbonate rock is a sedimentary rock that is primarily composed of carbonate minerals, such as calcite or dolomite, and commonly forms through biogenic or chemical processes in marine or lacustrine settings.",ROCHA
